C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_029.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_029.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_029.jpg, 0, 0, 0, 7.833818E-05
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_130.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_130.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_130.jpg, 0, 0, 0, 8.170406E-05
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_232.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_232.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_232.jpg, 0, 0, 0, 7.898246E-05
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_334.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_334.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_334.jpg, 0, 0, 0, 7.78462E-05
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_436.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_436.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_436.jpg, 0, 0, 0, 7.850255E-05
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_539.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_539.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_539.jpg, 0, 0, 0, 7.824969E-05
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_641.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_641.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_641.jpg, 0, 0, 0, 7.845889E-05
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_742.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_742.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_742.jpg, 0, 0, 0, 7.94501E-05
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_844.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_844.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_844.jpg, 0, 0, 0, 7.868114E-05
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_41_947.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_41_947.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_41_947.jpg, 0, 0.0301839, 0, 0.04252905
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_047.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_047.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_047.jpg, 0, 0.3310419, 0, 0.2537376
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_159.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_159.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_159.jpg, 0, 0.6662001, 0, 0.8645216
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_261.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_261.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_261.jpg, 0, 0.4080837, 0, 1.419521
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_362.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_362.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_362.jpg, 0, 0.6764898, 0, 2.12555
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_466.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_466.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_466.jpg, 0, 1, 0, 3.451466
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_570.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_570.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_570.jpg, 0, 1, 0, 4.621609
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_672.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_672.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_672.jpg, -0.293229, 1, 0, 5.766272
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_773.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_773.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_773.jpg, -0.02669997, 1, 0, 6.914645
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_876.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_876.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_876.jpg, 0, 1, 0, 8.050185
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_42_979.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_42_979.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_42_979.jpg, 0, 1, 0, 9.176573
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_43_082.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_43_082.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_43_082.jpg, -0.0134181, 1, 0, 10.29198
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_43_186.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_43_186.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_43_186.jpg, -0.3742602, 1, 0, 11.66502
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_43_445.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_43_445.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_43_445.jpg, 0, 0.2292229, 0, 12.25036
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_43_546.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_43_546.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_43_546.jpg, 0, 0, 0, 11.99903
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_43_649.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_43_649.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_43_649.jpg, 0, 0, 0, 11.84606
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_43_749.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_43_749.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_43_749.jpg, -0.3029601, 0, 0, 11.86242
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_43_852.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_43_852.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_43_852.jpg, -0.01883852, 0, 0, 11.33069
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_43_955.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_43_955.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_43_955.jpg, -0.2944596, 0, 0, 11.38884
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_44_056.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_44_056.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_44_056.jpg, -0.5848944, 0, 0, 11.2124
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_44_159.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_44_159.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_44_159.jpg, -0.8540499, 0, 0, 10.94174
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_44_262.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_44_262.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_44_262.jpg, -0.5531126, 0, 0, 10.84397
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_44_364.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_44_364.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_44_364.jpg, -0.1982288, 0, 0, 10.73538
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_44_464.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_44_464.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_44_464.jpg, 0, 0, 0, 10.60864
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_44_566.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_44_566.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_44_566.jpg, 0, 0.3056844, 0, 10.70659
C:\Users\visha\Desktop\Data\IMG\center_2019_09_20_23_04_44_668.jpg, C:\Users\visha\Desktop\Data\IMG\left_2019_09_20_23_04_44_668.jpg, C:\Users\visha\Desktop\Data\IMG\right_2019_09_20_23_04_44_668.jpg, 0, 0.5982954, 0, 11.16773
